design name, Legal placement of GU-pairs, Direction of GC-pairs in multiloops, 1-1 Loop Energy V1, Tetraloop similarity, Loops & Stacks, Energy Limit in Tetraloops, Closing GC pairs in 3-1 internal loops, Eli Blue line, Mismatch, Clean plot  stack caps  and safe GC, No Blue Nucleotides in Hook Area, Direction of GC-pairs in multiloops + neckarea, Loop pattern for small multiloops, The 1-1 Loop V1, Berex Loop Basic, Repetition, Green and blue nucleotides a strand + Strong middle half, G's in place of the last A's on the right hand side of any end loop, Ding quad energy, Twisted Basepairs, JP-Stratmark, Eli Green line, Double AU-pair strategy, Tests by Region - boundaries, Multiloop similarity, No blue nucleotides in multiloop ring, Tests by Region - loops, Wrong Direction of GC-pairs in multiloops, Eli Red line, [Example] 60% of pairs should be GC pairs, Tetraloop Pattern, A basic test, Tetraloop blues, Only As in the loops, GC-pairs in junctions, Test by kkohli, Clean Dot Plot, Berex Test, Numbers of yellow nucleotides pr length of string, deivad's strategy, chemical reactivity score
43 - even better than 42?, 58.332060, 89.058827, 80.000000, 100.000000, 63.810794, 100.000000, N/A, 100.000000, 82.903349, 69.643081, 94.217676, 89.058827, 83.567257, 82.483287, 81.672033, 79.067583, 100.000000, 80.000000, 49.366847, 90.000000, 79.739067, 100.000000, 100.000000, 100.000000, 100.000000, 100.000000, 64.000000, 89.920703, 38.757031, 49.392756, 84.953125, 85.908129, 100.000000, 78.000000, 87.073633, 92.344546, 99.734863, 74.346217, 92.589521, 73.048322, 87.000000
1337, 77.827371, 89.334365, 83.492505, 0.000000, 85.315609, 100.000000, N/A, 100.000000, 85.771806, 80.283779, 100.000000, 89.334365, 85.659576, 82.483287, 81.672033, 86.491782, 100.000000, 81.000000, 72.392018, 97.000000, 81.346101, 100.000000, 85.594336, 100.000000, 98.949585, 100.000000, 61.000000, 94.960352, 100.000000, 70.604877, 84.953125, 70.136593, 100.000000, 81.000000, 95.691211, 91.714193, 99.945183, 79.842631, 92.589521, 81.333553, 86.000000
Low-Go!!!, 79.859758, 100.000000, 83.492505, 100.000000, 57.785228, 100.000000, N/A, 100.000000, 78.324474, 95.830705, 100.000000, 100.000000, 85.659576, 82.483287, 81.672033, 70.431839, 100.000000, 83.000000, 100.000000, 82.000000, 81.346101, 22.565430, 100.000000, 91.000000, 100.000000, 100.000000, -29.000000, 89.920703, 23.446289, 68.789062, 84.953125, 50.010442, 100.000000, 84.000000, 100.000000, 91.714193, 99.962173, 23.270110, 48.126648, 93.516278, 10.000000
BumpyDiggs2, 94.418643, 100.000000, 83.492505, 100.000000, 95.772628, 100.000000, N/A, 100.000000, 75.855408, 85.922241, 100.000000, 100.000000, 85.659576, 82.483287, 81.672033, 79.662739, 87.360254, 80.000000, 92.764723, 98.000000, 81.346101, 100.000000, 100.000000, 99.000000, 100.000000, 100.000000, 75.000000, 89.920703, 84.689258, 82.726089, 100.000000, 88.278728, 100.000000, 90.000000, 100.000000, 91.714193, 99.947365, 86.829412, 100.000000, 86.275257, 90.000000
VeryStable!, 79.859758, 89.334365, 80.000000, 100.000000, 91.121226, 100.000000, N/A, 100.000000, 74.331741, 85.938155, 100.000000, 89.334365, 84.050636, 82.675097, 80.000000, 79.377536, 100.000000, 83.000000, 80.352331, 100.000000, 81.346101, 100.000000, 100.000000, 100.000000, 98.949585, 100.000000, 71.000000, 94.960352, 100.000000, 91.816998, 84.953125, 87.958308, 100.000000, 88.000000, 95.691211, 100.000000, 99.951615, 85.761570, 100.000000, 87.317507, 15.000000
Limited bond ambiguity, 74.599241, 77.842115, 80.000000, 60.000000, 50.194759, 83.393483, N/A, 100.000000, 75.085322, 63.600124, 94.217676, 77.842115, 79.382619, 82.675097, 80.000000, 81.919814, 100.000000, 80.000000, 67.157102, 99.000000, 76.524997, 100.000000, 100.000000, 100.000000, 98.949585, 100.000000, 64.000000, 84.881055, 100.000000, 52.423059, 84.953125, 61.918795, 10.478125, 79.000000, 82.764844, 71.928377, 99.624678, 71.930674, 77.768563, 78.887748, 73.000000
Simple cross, 77.472062, 89.334365, 80.000000, 60.000000, 95.086562, 91.696742, N/A, 63.429297, 79.908611, 77.191374, 94.217676, 89.334365, 85.659576, 82.675097, 80.000000, 87.697251, 74.720508, 82.000000, 57.167827, 91.000000, 78.132032, 100.000000, 85.594336, 99.000000, 78.991699, 100.000000, 58.000000, 94.960352, 84.689258, 67.574574, 84.953125, 80.161360, 100.000000, 84.000000, 91.382422, 96.811307, 99.871153, 82.140911, 85.179042, 83.761825, 88.000000
Revised Symmetry v.2, 83.946142, 89.334365, 83.492505, 100.000000, 94.404111, 100.000000, N/A, 100.000000, 79.523397, 81.800600, 100.000000, 89.334365, 85.659576, 82.483287, 81.672033, 67.829333, 100.000000, 83.000000, 98.071599, 100.000000, 79.739067, 100.000000, 100.000000, 100.000000, 98.949585, 100.000000, 80.000000, 94.960352, 100.000000, 79.695786, 84.953125, 81.637533, 100.000000, 87.000000, 100.000000, 91.714193, 99.974354, 86.723342, 100.000000, 87.781937, 78.000000
Bulge Cross First Attempt, 86.150686, 89.334365, 80.000000, 100.000000, 96.414504, 75.090225, N/A, 100.000000, 76.893807, 84.527027, 100.000000, 89.334365, 85.659576, 82.675097, 80.000000, 77.292943, 87.360254, 80.000000, 94.214796, 97.000000, 79.739067, 100.000000, 92.797168, 99.000000, 97.899170, 100.000000, 41.000000, 94.960352, 100.000000, 76.665483, 100.000000, 82.612591, 100.000000, 92.000000, 100.000000, 91.714193, 99.950665, 85.519980, 100.000000, 87.209007, 78.000000
Mat Bulge Cross (V2.1  relook), 80.016677, 89.334365, 83.492505, 60.000000, 90.674616, 91.696742, N/A, 100.000000, 71.303310, 84.608020, 100.000000, 89.334365, 85.659576, 82.483287, 81.672033, 81.581522, 100.000000, 80.000000, 92.749638, 100.000000, 81.346101, 100.000000, 100.000000, 100.000000, 98.949585, 100.000000, 57.000000, 94.960352, 100.000000, 70.604877, 100.000000, 66.077909, 100.000000, 90.000000, 100.000000, 91.714193, 99.972291, 82.535739, 85.179042, 85.508899, 78.000000
Donalds94-d9Fix, 82.954742, 100.000000, 83.492505, 100.000000, 93.503260, 100.000000, N/A, 100.000000, 75.884718, 84.609587, 100.000000, 100.000000, 85.659576, 82.483287, 81.672033, 80.693912, 87.360254, 80.000000, 96.621526, 98.000000, 79.739067, 100.000000, 100.000000, 99.000000, 100.000000, 100.000000, 62.000000, 89.920703, 100.000000, 79.695786, 100.000000, 78.967344, 100.000000, 90.000000, 100.000000, 91.714193, 99.972709, 84.933024, 100.000000, 87.731174, 83.000000
44 - a new hope, 78.894699, 89.058827, 80.000000, 60.000000, 82.111615, 100.000000, N/A, 100.000000, 73.364426, 77.487508, 100.000000, 89.058827, 83.567257, 82.483287, 81.672033, 77.025799, 100.000000, 81.000000, 66.041111, 97.000000, 79.739067, 100.000000, 100.000000, 98.000000, 97.899170, 100.000000, 70.000000, 89.920703, 100.000000, 61.513968, 84.953125, 77.044809, 100.000000, 81.000000, 91.382422, 90.009691, 99.950223, 81.314740, 92.589521, 80.804350, 78.000000
1337 - Improved, 79.859758, 89.334365, 83.492505, 60.000000, 89.039230, 100.000000, N/A, 100.000000, 87.968518, 86.019103, 100.000000, 89.334365, 85.659576, 82.483287, 81.672033, 70.381893, 100.000000, 80.000000, 94.693125, 96.000000, 81.346101, 100.000000, 92.797168, 98.000000, 94.747925, 100.000000, 68.000000, 94.960352, 100.000000, 82.726089, 84.953125, 82.919221, 100.000000, 78.000000, 100.000000, 91.714193, 99.973228, 79.702761, 100.000000, 82.886345, 91.000000
Ding's mod of donald's nearly successful Round One submission, 79.859758, 100.000000, 83.492505, 100.000000, 92.750897, 100.000000, N/A, 100.000000, 78.572929, 84.601823, 100.000000, 100.000000, 85.659576, 82.483287, 81.672033, 84.649602, 87.360254, 83.000000, 98.549928, 99.000000, 81.346101, 100.000000, 100.000000, 99.000000, 100.000000, 100.000000, 62.000000, 89.920703, 100.000000, 79.695786, 84.953125, 77.786086, 100.000000, 86.000000, 100.000000, 91.714193, 99.970636, 85.594424, 100.000000, 86.518469, 94.000000
Round 4 - One Bulge Cross, 79.859758, 100.000000, 83.492505, 100.000000, 93.114071, 100.000000, N/A, 100.000000, 79.005807, 86.012136, 100.000000, 100.000000, 85.659576, 82.483287, 81.672033, 83.505708, 87.360254, 83.000000, 98.549928, 99.000000, 81.346101, 100.000000, 100.000000, 99.000000, 100.000000, 100.000000, 59.000000, 89.920703, 100.000000, 82.726089, 84.953125, 80.035421, 100.000000, 86.000000, 100.000000, 91.714193, 99.971368, 86.104761, 100.000000, 85.166918, 94.000000
